Artikelnummer;Oms1;Oms2;Oms3;Zoeknaam;Groep;EAN;Verkoopprijs;Eenheid;Prijs per;Voorraad
OM0612001HI     ;SLANG O.M. 3/8"1200MM 2X R BI.;2X 12L WARTEL;;OM061200;F15     ;;0;ST      ;1;0
OM402UNI        ;DISPLAY 96*48MM; VOEDING 10-30VDC, UNIVERSELE; INGANG, 4 INST. RELAIS SCHAK;OM402UNI;F3601001;;1322.24;ST      ;1;0
OM432080032000A ;A-VRFC3C-VEI-VS-PT-12-20-A;;;OM432080;F36     ;;0;ST      ;1;1
OMP9AFD32       ;AFDICHTING OMP;;;OMP AFD ;F29     ;;0;ST      ;1;0
OMR9AFD25       ;AFDICHTING OMR;;;OMR AFD ;F29     ;;0;ST      ;1;4
OMR9AFD32       ;AFDICHTING OMR;;;OMR AFD ;F29     ;;0;ST      ;1;2
OMS9AFD         ;AFDICHTING OMS;;;OMS AFD ;F29     ;;67.37;ST      ;1;0
OMTF 40 ANF     ;RETOUR FILTER OMTF-40-ANF;;;POMPEN  ;F33     ;;22.60;ST      ;1;0
OMU09           ;O-RING TBV XMU 09;;;ORING   ;F1701020;;1.43;ST      ;1;50
OMU11           ;O-RING TBV XMU 11;;;ORING   ;F1701020;;1.43;ST      ;1;25
OMU13           ;O-RING TBV XMU 13;;;ORING   ;F1701020;;1.43;ST      ;1;18
OMU16           ;O-RING TBV XMU 16;;;ORING   ;F1701020;;1.56;ST      ;1;50
OMU19           ;O-RING TBV XMU 19;;;ORING   ;F1701020;;1.56;ST      ;1;58
OMU23           ;O-RING TBV XMU 23;;;ORING   ;F1701020;;1.84;ST      ;1;60
OMU27           ;O-RING TBV XMU 27;;;ORING   ;F1701020;;2.72;ST      ;1;75
ON M10X1.0      ;Ontluchtingsnippel r M10X1.0;;;ONTLUCHT;F1401005;;3.55;ST      ;1;21
ON M12X1.5      ;Ontluchtingsnippel r M12X1.5;;;ONTLUCHT;F1401005;;7.55;ST      ;1;4
ON M14X1.5      ;Ontluchtingsnippel r M14X1.5;;;ONTLUCHT;F1401005;;7.55;ST      ;1;2
ON M16X1.5      ;Ontluchtingsnippel r M16X1.5;;;ONTLUCHT;F1401005;;9.51;ST      ;1;19
ON M18X1.5      ;Ontluchtingsnippel r M18X1.5;;;ONTLUCHT;F1401005;;10.76;ST      ;1;18
ON M22X1.5      ;Ontluchtingsnippel  M22X1.5;;;ONTLUCHT;F1401005;;10.76;ST      ;1;10
ON02            ;Ontluchtingsnippel r 1/8;;;ONTLUCHT;F1401005;;7.55;ST      ;1;24
ON04            ;Ontluchtingsnippel r 1/4;;;ONTLUCHT;F1401005;;7.55;ST      ;1;31
ON06            ;Ontluchtingsnippel r 3/8;;;ONTLUCHT;F1401005;;9.84;ST      ;1;487
ON08            ;Ontluchtingsnippel r 1/2;;;ONTLUCHT;F1401005;;10.99;ST      ;1;122
ON12            ;Ontluchtingsnippel r 3/4;;;ONTLUCHT;F1401005;;9.39;ST      ;1;36
OR10000500      ;05,00 X 1,00 O-RING NBR 70SHA;;;05,00 X ;F1701020;;.24;ST      ;1;0
OR10001800      ;18,00 X 1,00 O-RING NBR 70SHA;;;18,00 X ;F1701020;;.24;ST      ;1;0
OR15000400      ;04,00 X 1,50 O-RING NBR 70SHA;;;04,00 X ;F1701020;;.24;ST      ;1;0
OR15000900      ;09,00 X 1,50 O-RING NBR 70SHA;;;09,00 X ;F1701020;;.24;ST      ;1;0
OR15001450      ;14,50 X 1,50 O-RING NBR 70SHA;;;14,50 X ;F1701020;;.24;ST      ;1;0
OR15001500      ;15,00 X 1,50 O-RING NBR 70SHA;;;15,00 X ;F1701020;;.24;ST      ;1;0
OR15001550      ;15,50 X 1,50 O-RING NBR 70SHA;;;15,50 X ;F1701020;;.24;ST      ;1;0
OR15001600      ;16,00 X 1,50 O-RING NBR 70SHA;;;16,00 X ;F1701020;;.24;ST      ;1;0
OR15001650      ;16,50 X 1,50 O-RING NBR 70SHA;;;16,50 X ;F1701020;;.24;ST      ;1;0
OR15001700      ;17,00 X 1,50 O-RING NBR 70SHA;;;17,00 X ;F1701020;;.24;ST      ;1;0
OR15001750      ;17,50 X 1,50 O-RING NBR 70SHA;;;17,50 X ;F1701020;;.24;ST      ;1;0
OR15001800      ;18,00 X 1,50 O-RING NBR 70SHA;;;18,00 X ;F1701020;;.24;ST      ;1;0
OR15001850      ;18,50 X 1,50 O-RING NBR 70SHA;;;18,50 X ;F1701020;;.24;ST      ;1;0
OR15001900      ;19,00 X 1,50 O-RING NBR 70SHA;;;19,00 X ;F1701020;;.24;ST      ;1;0
OR15001950      ;19,50 X 1,50 O-RING NBR 70SHA;;;19,50 X ;F1701020;;.24;ST      ;1;0
OR15002000      ;20,00 X 1,50 O-RING NBR 70SHA;;;20,00 X ;F1701020;;.24;ST      ;1;0
OR15002050      ;20,50 X 1,50 O-RING NBR 70SHA;;;20,50 X ;F1701020;;.24;ST      ;1;0
OR15002100      ;21,00 X 1,50 O-RING NBR 70SHA;;;21,00 X ;F1701020;;.24;ST      ;1;0
OR15002150      ;21,50 X 1,50 O-RING NBR 70SHA;;;21,50 X ;F1701020;;.24;ST      ;1;0
OR15002200      ;22,00 X 1,50 O-RING NBR 70SHA;;;22,00 X ;F1701020;;.24;ST      ;1;0
OR15002250      ;22,50 X 1,50 O-RING NBR 70SHA;;;22,50 X ;F1701020;;.24;ST      ;1;0
OR15002300      ;23,00 X 1,50 O-RING NBR 70SHA;;;23,00 X ;F1701020;;.24;ST      ;1;0
OR15002350      ;23,50 X 1,50 O-RING NBR 70SHA;;;23,50 X ;F1701020;;.24;ST      ;1;0
OR15002400      ;24,00 X 1,50 O-RING NBR 70SHA;;;24,00 X ;F1701020;;.24;ST      ;1;19
OR15002450      ;24,50 X 1,50 O-RING NBR 70SHA;;;24,50 X ;F1701020;;.24;ST      ;1;0
OR15002500      ;25,00 X 1,50 O-RING NBR 70SHA;;;25,00 X ;F1701020;;.24;ST      ;1;0
OR15002550      ;25,50 X 1,50 O-RING NBR 70SHA;;;25,50 X ;F1701020;;.24;ST      ;1;0
OR15002600      ;26,00 X 1,50 O-RING NBR 70SHA;;;26,00 X ;F1701020;;.24;ST      ;1;0
OR15002650      ;26,50 X 1,50 O-RING NBR 70SHA;;;26,50 X ;F1701020;;.24;ST      ;1;0
OR15002700      ;27,00 X 1,50 O-RING NBR 70SHA;;;27,00 X ;F1701020;;.24;ST      ;1;0
OR15002750      ;27,50 X 1,50 O-RING NBR 70SHA;;;27,50 X ;F1701020;;.48;ST      ;1;0
OR15002800      ;28,00 X 1,50 O-RING NBR 70SHA;;;28,00 X ;F1701020;;.48;ST      ;1;0
OR15002850      ;28,50 X 1,50 O-RING NBR 70SHA;;;28,50 X ;F1701020;;.48;ST      ;1;0
OR15002900      ;29,00 X 1,50 O-RING NBR 70SHA;;;29,00 X ;F1701020;;.48;ST      ;1;0
OR15002950      ;29,50 X 1,50 O-RING NBR 70SHA;;;29,50 X ;F1701020;;.48;ST      ;1;0
OR15003000      ;30,00 X 1,50 O-RING NBR 70SHA;;;30,00 X ;F1701020;;.48;ST      ;1;0
OR15003250      ;32,50 X 1,50 O-RING NBR 70SHA;;;32,50 X ;F1701020;;.48;ST      ;1;0
OR15003500      ;35,00 X 1,50 O-RING NBR 70SHA;;;35,00 X ;F1701020;;.48;ST      ;1;0
OR15003700      ;37,00 X 1,50 O-RING NBR 70SHA;;;37,00 X ;F1701020;;.48;ST      ;1;0
OR15003800      ;38,00 X 1,50 O-RING NBR 70SHA;;;38,00 X ;F1701020;;.48;ST      ;1;0
OR15004000      ;40,00 X 1,50 O-RING NBR 70SHA;;;40,00 X ;F1701020;;.48;ST      ;1;0
OR15004500      ;45,00 X 1,50 O-RING NBR 70SHA;;;45,00 X ;F1701020;;.48;ST      ;1;0
OR15005000      ;50,00 X 1,50 O-RING NBR 70SHA;;;50,00 X ;F1701020;;.72;ST      ;1;0
OR15005500      ;55,00 X 1,50 O-RING NBR 70SHA;;;55,00 X ;F1701020;;.72;ST      ;1;0
OR15006000      ;60,00 X 1,50 O-RING NBR 70SHA;;;60,00 X ;F1701020;;.72;ST      ;1;0
OR15006500      ;65,00 X 1,50 O-RING NBR 70SHA;;;65,00 X ;F1701020;;.95;ST      ;1;0
OR15007800      ;78,00 X 1,50 O-RING NBR 70SHA;;;78,00 X ;F1701020;;.95;ST      ;1;0
OR15008300      ;83,00 X 1,50 O-RING NBR 70SHA;;;83,00 X ;F1701020;;1.67;ST      ;1;0
OR15009000      ;90,00 X 1,50 O-RING NBR 70SHA;;;90,00 X ;F1701020;;1.9;ST      ;1;0
OR16000510      ;05,10 X 1,60 O-RING NBR 70SHA;;;05,10 X ;F1701020;;.24;ST      ;1;0
OR16000610      ;06,10 X 1,60 O-RING NBR 70SHA;;;06,10 X ;F1701020;;.24;ST      ;1;0
OR16000710      ;07,10 X 1,60 O-RING NBR 70SHA;;;07,10 X ;F1701020;;.24;ST      ;1;0
OR16000810      ;08,10 X 1,60 O-RING NBR 70SHA;;;08,10 X ;F1701020;;.24;ST      ;1;0
OR16000910      ;09,10 X 1,60 O-RING NBR 70SHA;;;09,10 X ;F1701020;;.24;ST      ;1;0
OR16001010      ;10,10 X 1,60 O-RING NBR 70SHA;;;10,10 X ;F1701020;;.24;ST      ;1;0
OR16001110      ;11,10 X 1,60 O-RING NBR 70SHA;;;11,10 X ;F1701020;;.24;ST      ;1;0
OR16001210      ;12,10 X 1,60 O-RING NBR 70SHA;;;12,10 X ;F1701020;;.24;ST      ;1;0
OR16001310      ;13,10 X 1,60 O-RING NBR 70SHA;;;13,10 X ;F1701020;;.24;ST      ;1;0
OR16001410      ;14,10 X 1,60 O-RING NBR 70SHA;;;14,10 X ;F1701020;;.24;ST      ;1;0
OR16001510      ;15,10 X 1,60 O-RING NBR 70SHA;;;15,10 X ;F1701020;;.24;ST      ;1;0
OR16001610      ;16,10 X 1,60 O-RING NBR 70SHA;;;16,10 X ;F1701020;;.24;ST      ;1;0
OR16001710      ;17,10 X 1,60 O-RING NBR 70SHA;;;17,10 X ;F1701020;;.24;ST      ;1;0
OR16001810      ;18,10 X 1,60 O-RING NBR 70SHA;;;18,10 X ;F1701020;;.24;ST      ;1;0
OR16001910      ;19,10 X 1,60 O-RING NBR 70SHA;;;19,10 X ;F1701020;;.24;ST      ;1;0
OR16002210      ;22,10 X 1,60 O-RING NBR 70SHA;;;22,10 X ;F1701020;;.24;ST      ;1;0
OR16002510      ;25,10 X 1,60 O-RING NBR 70SHA;;;25,10 X ;F1701020;;.24;ST      ;1;0
OR16002710      ;27,10 X 1,60 O-RING NBR 70SHA;;;27,10 X ;F1701020;;.48;ST      ;1;0
OR16002910      ;29,10 X 1,60 O-RING NBR 70SHA;;;29,10 X ;F1701020;;.48;ST      ;1;0
OR16003210      ;32,10 X 1,60 O-RING NBR 70SHA;;;32,10 X ;F1701020;;.48;ST      ;1;0
OR17800178      ;01,78 X 1,78 O-RING NBR 70SHA;;;01,78 X ;F1701020;;.24;ST      ;1;0
OR17800257      ;02,57 X 1,78 O-RING NBR 70SHA;;;02,57 X ;F1701020;;.24;ST      ;1;0
OR17800290      ;02,90 X 1,78 O-RING NBR 70SHA;;;02,90 X ;F1701020;;.24;ST      ;1;0
OR17800317      ;03,17 X 1,78 O-RING NBR 70SHA;;;03,17 X ;F1701020;;.24;ST      ;1;0
OR17800368      ;03,68 X 1,78 O-RING NBR 70SHA;;;03,68 X ;F1701020;;.24;ST      ;1;0
OR17800447      ;04,47 X 1,78 O-RING NBR 70SHA;;;04,47 X ;F1701020;;.24;ST      ;1;0
OR17800476      ;04,76 X 1,78 O-RING NBR 70SHA;;;04,76 X ;F1701020;;.24;ST      ;1;0
OR17800528      ;05,28 X 1,78 O-RING NBR 70SHA;;;05,28 X ;F1701020;;.24;ST      ;1;0
OR17800607      ;06,07 X 1,78 O-RING NBR 70SHA;;;06,07 X ;F1701020;;.24;ST      ;1;0
OR17800635      ;06,35 X 1,78 O-RING NBR 70SHA;;;06,35 X ;F1701020;;.24;ST      ;1;0
OR17800675      ;06,75 X 1,78 O-RING NBR 70SHA;;;06,75 X ;F1701020;;.24;ST      ;1;0
OR17800765      ;07,65 X 1,78 O-RING NBR 70SHA;;;07,65 X ;F1701020;;.24;ST      ;1;0
OR17800794      ;07,94 X 1,78 O-RING NBR 70SHA;;;07,94 X ;F1701020;;.24;ST      ;1;0
OR17800873      ;08,73 X 1,78 O-RING NBR 70SHA;;;08,73 X ;F1701020;;.24;ST      ;1;0
OR17800925      ;09,25 X 1,78 O-RING NBR 70SHA;;;09,25 X ;F1701020;;.24;ST      ;1;34
OR17800952      ;09,52 X 1,78 O-RING NBR 70SHA;;;09,52 X ;F1701020;;.24;ST      ;1;0
OR17801082      ;10,82 X 1,78 O-RING NBR 70SHA;;;10,82 X ;F1701020;;.24;ST      ;1;30
OR17801111      ;11,11 X 1,78 O-RING NBR 70SHA;;;11,11 X ;F1701020;;.24;ST      ;1;0
OR17801242      ;12,42 X 1,78 O-RING NBR 70SHA;;;12,42 X ;F1701020;;.24;ST      ;1;0
OR17801400      ;14,00 X 1,78 O-RING NBR 70SHA;;;14,00 X ;F1701020;;.24;ST.     ;1;0
OR17801560      ;15,60 X 1,78 O-RING NBR 70SHA;;;15,60 X ;F1701020;;.24;ST      ;1;0
OR17801717      ;17,17 X 1,78 O-RING NBR 70SHA;;;17,17 X ;F1701020;;.24;ST      ;1;0
OR17801877      ;18,77 X 1,78 O-RING NBR 70SHA;;;18,77 X ;F1701020;;.24;ST      ;1;0
OR17802035      ;20,35 X 1,78 O-RING NBR 70SHA;;;20,35 X ;F1701020;;.24;ST      ;1;0
OR17802195      ;21,95 X 1,78 O-RING NBR 70SHA;;;21,95 X ;F1701020;;.24;ST      ;1;0
OR17802198      ;21,98 X 1,78 ORING NBR 70SHA;;;OR21.95 ;F1701020;;51.75;100     ;100;12
OR17802352      ;23,52 X 1,78 O-RING NBR 70SHA;;;23,52 X ;F1701020;;.24;ST      ;1;0
OR17802512      ;25,12 X 1,78 O-RING NBR 70SHA;;;25,12 X ;F1701020;;.24;ST      ;1;0
OR17802670      ;26,70 X 1,78 O-RING NBR 70SHA;;;26,70 X ;F1701020;;.24;ST      ;1;0
OR17802830      ;28,30 X 1,78 O-RING NBR 70SHA;;;28,30 X ;F1701020;;.24;ST      ;1;30
OR17802987      ;29,87 X 1,78 O-RING NBR 70SHA;;;29,87 X ;F1701020;;.48;ST      ;1;0
OR17803147      ;31,47 X 1,78 O-RING NBR 70SHA;;;31,47 X ;F1701020;;.48;ST      ;1;0
OR17803305      ;33,05 X 1,78 O-RING NBR 70SHA;;;33,05 X ;F1701020;;.48;ST      ;1;0
OR17803465      ;34,65 X 1,78 O-RING NBR 70SHA;;;34,65 X ;F1701020;;.48;ST      ;1;0
OR17803627      ;36,27 X 1,78 O-RING NBR 70SHA;;;36,27 X ;F1701020;;.48;ST      ;1;0
OR17803782      ;37,82 X 1,78 O-RING NBR 70SHA;;;37,82 X ;F1701020;;.48;ST      ;1;0
OR17803945      ;39,45 X 1,78 O-RING NBR 70SHA;;;39,45 X ;F1701020;;.48;ST      ;1;0
OR17804100      ;41,00 X 1,78 O-RING NBR 70SHA;;;41,00 X ;F1701020;;.48;ST      ;1;0
OR17804417      ;44,17 X 1,78 O-RING NBR 70SHA;;;44,17 X ;F1701020;;.72;ST      ;1;0
OR17804735      ;47,35 X 1,78 O-RING NBR 70SHA;;;47,35 X ;F1701020;;.72;ST      ;1;0
OR17805052      ;50,52 X 1,78 O-RING NBR 70SHA;;;50,52 X ;F1701020;;.72;ST      ;1;0
OR17805370      ;53,70 X 1,78 O-RING NBR 70SHA;;;53,70 X ;F1701020;;.72;ST      ;1;0
OR17805687      ;56,87 X 1,78 O-RING NBR 70SHA;;;56,87 X ;F1701020;;.72;ST      ;1;0
OR17806005      ;60,05 X 1,78 O-RING NBR 70SHA;;;60,05 X ;F1701020;;.95;ST      ;1;0
OR17806322      ;63,22 X 1,78 O-RING NBR 70SHA;;;63,22 X ;F1701020;;.95;ST      ;1;0
OR17806640      ;66,40 X 1,78 O-RING NBR 70SHA;;;66,40 X ;F1701020;;.95;ST      ;1;0
OR17806957      ;69,57 X 1,78 O-RING NBR 70SHA;;;69,57 X ;F1701020;;.95;ST      ;1;0
OR17807275      ;72,75 X 1,78 O-RING NBR 70SHA;;;72,75 X ;F1701020;;1.19;ST      ;1;0
OR17807592      ;75,92 X 1,78 O-RING NBR 70SHA;;;75,92 X ;F1701020;;1.19;ST      ;1;0
OR17807900      ;79,00 X 1,78 O-RING NBR 70SHA;;;79,00 X ;F1701020;;1.19;ST      ;1;0
OR17808227      ;82,27 X 1,78 O-RING NBR 70SHA;;;82,27 X ;F1701020;;1.43;ST      ;1;0
OR17808534      ;85,34 X 1,78 O-RING NBR 70SHA;;;85,34 X ;F1701020;;1.43;ST      ;1;0
OR17808862      ;88,62 X 1,78 O-RING NBR 70SHA;;;88,62 X ;F1701020;;1.43;ST      ;1;0
OR17809170      ;91,70 X 1,78 O-RING NBR 70SHA;;;91,70 X ;F1701020;;1.43;ST      ;1;0
OR17809497      ;94,97 X 1,78 O-RING NBR 70SHA;;;94,97 X ;F1701020;;1.67;ST      ;1;0
OR17809805      ;98,05 X 1,78 O-RING NBR 70SHA;;;98,05 X ;F1701020;;1.67;ST      ;1;0
OR17810132      ;101,32 X 1,78 O-RING NBR 70SHA;;;101,32 X;F1701020;;1.67;ST      ;1;0
OR17810440      ;104,40 X 1,78 O-RING NBR 70SHA;;;104,40 X;F1701020;;1.9;ST      ;1;0
OR17810767      ;107,67 X 1,78 O-RING NBR 70SHA;;;107,67 X;F1701020;;1.9;ST      ;1;0
OR17811074      ;110,74 X 1,78 O-RING NBR 70SHA;;;110,74 X;F1701020;;1.9;ST      ;1;0
OR17811402      ;114,02 X 1,78 O-RING NBR 70SHA;;;114,02 X;F1701020;;1.9;ST      ;1;0
OR17811710      ;117,10 X 1,78 O-RING NBR 70SHA;;;117,10 X;F1701020;;2.14;ST      ;1;0
OR17812037      ;120,37 X 1,78 O-RING NBR 70SHA;;;120,37 X;F1701020;;2.14;ST      ;1;0
OR17812344      ;123,44 X 1,78 O-RING NBR 70SHA;;;123,44 X;F1701020;;2.14;ST      ;1;0
OR17812672      ;126,72 X 1,78 O-RING NBR 70SHA;;;126,72 X;F1701020;;2.14;ST      ;1;0
OR17812940      ;129,40 X 1,78 O-RING NBR 70SHA;;;129,40 X;F1701020;;2.14;ST      ;1;0
OR17813307      ;133,07 X 1,78 O-RING NBR 70SHA;;;133,07 X;F1701020;;2.14;ST      ;1;0
OR1900 340      ;03,40 X 1,90 O-RING NBR 70SHA;;;03,40 X ;F1701020;;.24;ST      ;1;0
OR1900 490      ;04,90 X 1,90 O-RING NBR 70SHA;;;04,90 X ;F1701020;;.24;ST      ;1;0
OR2000 250      ;02,50 X 2,00 O-RING NBR 70SHA;;;02,50 X ;F1701020;;.24;ST      ;1;0
OR2000 300      ;03,00 X 2,00 O-RING NBR 70SHA;;;03,00 X ;F1701020;;.24;ST      ;1;0
OR2000 350      ;03,50 X 2,00 O-RING NBR 70SHA;;;03,50 X ;F1701020;;.24;ST      ;1;0
OR2000 400      ;04,00 X 2,00 O-RING NBR 70SHA;;;04,00 X ;F1701020;;.24;ST      ;1;0
OR2000 450      ;04,50 X 2,00 O-RING NBR 70SHA;;;04,50 X ;F1701020;;.24;ST      ;1;0
OR2000 500      ;05,00 X 2,00 O-RING NBR 70SHA;;;05,00 X ;F1701020;;.24;ST      ;1;0
OR2000 550      ;05,50 X 2,00 O-RING NBR 70SHA;;;05,50 X ;F1701020;;.24;ST      ;1;0
OR2000 600      ;06,00 X 2,00 O-RING NBR 70SHA;;;06,00 X ;F1701020;;.24;ST      ;1;0
OR2000 650      ;06,50 X 2,00 O-RING NBR 70SHA;;;06,50 X ;F1701020;;.24;ST      ;1;0
OR2000 700      ;07,00 X 2,00 O-RING NBR 70SHA;;;07,00 X ;F1701020;;.24;ST      ;1;0
OR2000 750      ;07,50 X 2,00 O-RING NBR 70SHA;;;07,50 X ;F1701020;;.24;ST      ;1;0
OR2000 800      ;08,00 X 2,00 O-RING NBR 70SHA;;;08,00 X ;F1701020;;.24;ST      ;1;0
OR2000 850      ;08,50 X 2,00 O-RING NBR 70SHA;;;08,50 X ;F1701020;;.24;ST      ;1;0
OR2000 900      ;09,00 X 2,00 O-RING NBR 70SHA;;;09,00 X ;F1701020;;.24;ST      ;1;0
OR2000 950      ;09,50 X 2,00 O-RING NBR 70SHA;;;09,50 X ;F1701020;;.24;ST      ;1;0
OR20000700      ;7,00 X 2,00 ORING NBR 70SHA;;;OR7X2   ;F1701020;;.24;1       ;1;0
OR20000800      ;8,00 X 2,00 ORING NBR 70SHA;;;OR8X2   ;F1701020;;38.79;100     ;100;0
OR20001000      ;10,00 X 2,00 O-RING NBR 70SHA;;;10,00 X ;F1701020;;.24;100     ;100;0
OR20001050      ;10,50 X 2,00 O-RING NBR 70SHA;;;10,50 X ;F1701020;;.24;ST      ;1;0
OR20001100      ;11,00 X 2,00 O-RING NBR 70SHA;;;11,00 X ;F1701020;;.43;1       ;1;0
OR20001150      ;11,50 X 2,00 O-RING NBR 70SHA;;;11,50 X ;F1701020;;.24;ST      ;1;0
OR20001200      ;12,00 X 2,00 O-RING NBR 70SHA;;;12,00 X ;F1701020;;.43;1       ;1;10
OR20001250      ;12,50 X 2,00 O-RING NBR 70SHA;;;12,50 X ;F1701020;;.24;ST      ;1;0
OR20001300      ;13,00 X 2,00 O-RING NBR 70SHA;;;13,00 X ;F1701020;;.24;100     ;100;17
OR20001350      ;13,50 X 2,00 O-RING NBR 70SHA;;;13,50 X ;F1701020;;.24;ST      ;1;0
OR20001400      ;14,00 X 2,00 O-RING NBR 70SHA;;;14,00 X ;F1701020;;.43;1       ;1;69
OR20001450      ;14,50 X 2,00 O-RING NBR 70SHA;;;14,50 X ;F1701020;;.24;ST      ;1;0
OR20001500      ;15,00 X 2,00 O-RING NBR 70SHA;;;15,00 X ;F1701020;;.24;100     ;100;10
OR20001550      ;15,50 X 2,00 O-RING NBR 70SHA;;;15,50 X ;F1701020;;.24;ST      ;1;0
OR20001600      ;16,00 X 2,00 O-RING NBR 70SHA;;;16,00 X ;F1701020;;.43;1       ;1;10
OR20001650      ;16,50 X 2,00 O-RING NBR 70SHA;;;16,50 X ;F1701020;;.24;ST      ;1;0
OR20001700      ;17,00 X 2,00 O-RING NBR 70SHA;;;17,00 X ;F1701020;;.24;100     ;100;20
OR20001750      ;17,50 X 2,00 O-RING NBR 70SHA;;;17,50 X ;F1701020;;.24;ST      ;1;0
OR20001800      ;18,00 X 2,00 O-RING NBR 70SHA;;;18,00 X ;F1701020;;.43;1       ;1;10
OR20001850      ;18,50 X 2,00 O-RING NBR 70SHA;;;18,50 X ;F1701020;;.24;ST      ;1;0
OR20001900      ;19,00 X 2,00 O-RING NBR 70SHA;;;19,00 X ;F1701020;;.24;100     ;100;20
OR20001950      ;19,50 X 2,00 O-RING NBR 70SHA;;;19,50 X ;F1701020;;.24;ST      ;1;0
OR20002000      ;20,00 X 2,00 O-RING NBR 70SHA;;;20,00 X ;F1701020;;.24;100     ;100;20
OR20002050      ;20,50 X 2,00 O-RING NBR 70SHA;;;20,50 X ;F1701020;;.24;ST      ;1;0
OR20002100      ;21,00 X 2,00 O-RING NBR 70SHA;;;21,00 X ;F1701020;;.24;ST      ;1;0
OR20002150      ;21,50 X 2,00 O-RING NBR 70SHA;;;21,50 X ;F1701020;;.24;ST      ;1;0
OR20002200      ;22,00 X 2,00 O-RING NBR 70SHA;;;22,00 X ;F1701020;;.43;ST      ;1;0
OR20002250      ;22,50 X 2,00 O-RING NBR 70SHA;;;22,50 X ;F1701020;;.24;ST      ;1;0
OR20002300      ;23,00 X 2,00 O-RING NBR 70SHA;;;23,00 X ;F1701020;;.24;100     ;100;0
OR20002350      ;23,50 X 2,00 O-RING NBR 70SHA;;;23,50 X ;F1701020;;.24;ST      ;1;6
OR20002400      ;24,00 X 2,00 O-RING NBR 70SHA;;;24,00 X ;F1701020;;.24;ST      ;1;10
OR20002450      ;24,50 X 2,00 O-RING NBR 70SHA;;;24,50 X ;F1701020;;.48;ST      ;1;0
OR20002500      ;25,00 X 2,00 O-RING NBR 70SHA;;;25,00 X ;F1701020;;.48;ST      ;1;0
OR20002550      ;25,50 X 2,00 O-RING NBR 70SHA;;;25,50 X ;F1701020;;.48;ST      ;1;0
OR20002600      ;26,00 X 2,00 O-RING NBR 70SHA;;;26,00 X ;F1701020;;.87;ST      ;1;0
OR20002650      ;26,50 X 2,00 O-RING NBR 70SHA;;;26,50 X ;F1701020;;.48;ST      ;1;0
OR20002700      ;27,00 X 2,00 O-RING NBR 70SHA;;;27,00 X ;F1701020;;.48;ST      ;1;0
OR20002750      ;27,50 X 2,00 O-RING NBR 70SHA;;;27,50 X ;F1701020;;.48;ST      ;1;0
OR20002800      ;28,00 X 2,00 O-RING NBR 70SHA;;;28,00 X ;F1701020;;.87;ST      ;1;0
OR20002850      ;28,50 X 2,00 O-RING NBR 70SHA;;;28,50 X ;F1701020;;.48;ST      ;1;0
OR20002900      ;29,00 X 2,00 O-RING NBR 70SHA;;;29,00 X ;F1701020;;.48;ST      ;1;0
OR20002950      ;29,50 X 2,00 O-RING NBR 70SHA;;;29,50 X ;F1701020;;.48;ST      ;1;0
OR20003000      ;30,00 X 2,00 O-RING NBR 70SHA;;;30,00 X ;F1701020;;.48;ST      ;1;10
OR20003050      ;30,50 X 2,00 O-RING NBR 70SHA;;;30,50 X ;F1701020;;.48;ST      ;1;0
OR20003100      ;31,00 X 2,00 O-RING NBR 70SHA;;;31,00 X ;F1701020;;.48;ST      ;1;0
OR20003150      ;31,50 X 2,00 O-RING NBR 70SHA;;;31,50 X ;F1701020;;.48;ST      ;1;0
OR20003200      ;32,00 X 2,00 O-RING NBR 70SHA;;;32,00 X ;F1701020;;.48;ST      ;1;8
OR20003250      ;32,50 X 2,00 O-RING NBR 70SHA;;;32,50 X ;F1701020;;.48;ST      ;1;0
OR20003300      ;33,00 X 2,00 O-RING NBR 70SHA;;;33,00 X ;F1701020;;.48;ST      ;1;0
OR20003350      ;33,50 X 2,00 O-RING NBR 70SHA;;;33,50 X ;F1701020;;.48;ST      ;1;0
OR20003400      ;34,00 X 2,00 O-RING NBR 70SHA;;;34,00 X ;F1701020;;.48;ST      ;1;0
OR20003450      ;34,50 X 2,00 O-RING NBR 70SHA;;;34,50 X ;F1701020;;.48;ST      ;1;0
OR20003500      ;35,00 X 2,00 O-RING NBR 70SHA;;;35,00 X ;F1701020;;.48;ST      ;1;0
OR20003550      ;35,50 X 2,00 O-RING NBR 70SHA;;;35,50 X ;F1701020;;.48;ST      ;1;0
OR20003600      ;36,00 X 2,00 O-RING NBR 70SHA;;;36,00 X ;F1701020;;.48;ST      ;1;0
OR20003650      ;36,50 X 2,00 O-RING NBR 70SHA;;;36,50 X ;F1701020;;.48;ST      ;1;0
OR20003700      ;37,00 X 2,00 O-RING NBR 70SHA;;;37,00 X ;F1701020;;.48;ST      ;1;0
OR20003750      ;37,50 X 2,00 O-RING NBR 70SHA;;;37,50 X ;F1701020;;.48;ST      ;1;0
OR20003800      ;38,00 X 2,00 O-RING NBR 70SHA;;;38,00 X ;F1701020;;.48;ST      ;1;0
OR20003850      ;38,50 X 2,00 O-RING NBR 70SHA;;;38,50 X ;F1701020;;.48;ST      ;1;0
OR20003900      ;39,00 X 2,00 O-RING NBR 70SHA;;;39,00 X ;F1701020;;.48;ST      ;1;0
OR20003950      ;39,50 X 2,00 O-RING NBR 70SHA;;;39,50 X ;F1701020;;.48;ST      ;1;0
